Order_ID,Order_Date,Customer_ID,Product_ID,Salesperson_ID,Quantity,Discount_Percentage,Payment_Mode,Sales_Channel,Order_Status
ORD052202,2024-03-29,CUST05976,PROD0231,EMP007,5,20,Cash,Online,Delivered
ORD052203,2024-10-19,CUST04309,PROD0224,EMP015,4,5,Debit Card,Retail Store,Delivered
ORD052204,2023-06-25,CUST06801,PROD0023,EMP009,2,10,Net Banking,Online,Delivered
ORD052205,2024-10-26,CUST03823,PROD0021,EMP016,3,5,UPI,Retail Store,Delivered
ORD052206,2024-05-01,CUST02299,PROD0038,EMP003,1,10,Credit Card,Retail Store,Delivered
ORD052207,2023-10-15,CUST07429,PROD0012,EMP007,3,0,UPI,Retail Store,Delivered
ORD052208,2023-03-17,CUST07049,PROD0135,EMP016,2,20,UPI,Retail Store,Delivered
ORD052209,2024-09-14,CUST01395,PROD0135,EMP017,1,15,Credit Card,Online,Delivered
ORD052210,2023-12-08,CUST08436,PROD0168,EMP008,2,15,UPI,Online,Delivered
ORD052211,2023-06-05,CUST00508,PROD0077,EMP017,1,0,Debit Card,Retail Store,Returned
ORD052212,2023-05-25,CUST07996,PROD0130,EMP002,2,15,UPI,Retail Store,Delivered
ORD052213,2023-11-17,CUST07008,PROD0138,EMP004,3,15,Debit Card,Online,Delivered
ORD052214,2024-07-29,CUST01478,PROD0152,EMP003,1,15,Credit Card,Online,Delivered
ORD052215,2023-07-14,CUST08323,PROD0242,EMP009,4,10,Cash,Online,Delivered
ORD052216,2023-12-05,CUST00677,PROD0130,EMP013,1,10,Credit Card,Retail Store,Delivered
ORD052217,2024-12-10,CUST00847,PROD0050,EMP009,1,0,Credit Card,Retail Store,Delivered
ORD052218,2024-07-25,CUST03176,PROD0017,EMP007,1,10,Credit Card,Retail Store,Cancelled
ORD052219,2023-05-29,CUST03900,PROD0007,EMP013,1,10,Cash,Retail Store,Delivered
ORD052220,2024-06-12,CUST05713,PROD0098,EMP017,1,0,UPI,Retail Store,Delivered
ORD052221,2024-10-23,CUST09827,PROD0055,EMP008,2,0,Credit Card,Online,Delivered
ORD052222,2024-02-15,CUST05076,PROD0091,EMP014,1,5,UPI,Retail Store,Delivered
ORD052223,2023-11-23,CUST04184,PROD0265,EMP009,7,25,Debit Card,Retail Store,Delivered
ORD052224,2024-03-02,CUST06835,PROD0109,EMP005,1,10,Credit Card,Online,Delivered
ORD052225,2023-04-25,CUST07162,PROD0252,EMP005,7,15,Credit Card,Online,Delivered
ORD052226,2023-04-13,CUST04214,PROD0203,EMP011,2,5,UPI,Retail Store,Delivered
ORD052227,2024-12-25,CUST03465,PROD0190,EMP007,3,10,Credit Card,Retail Store,Delivered
ORD052228,2023-12-06,CUST05110,PROD0231,EMP002,8,20,UPI,Online,Delivered
ORD052229,2023-09-04,CUST03117,PROD0201,EMP015,3,5,UPI,Retail Store,Delivered
ORD052230,2023-08-04,CUST00286,PROD0220,EMP004,5,15,UPI,Retail Store,Delivered
ORD052231,2024-11-13,CUST03741,PROD0189,EMP002,1,15,UPI,Retail Store,Delivered
ORD052232,2024-01-26,CUST09713,PROD0186,EMP009,2,10,Credit Card,Retail Store,Cancelled
ORD052233,2024-12-12,CUST07058,PROD0092,EMP012,2,5,Cash,Online,Delivered
ORD052234,2023-09-11,CUST05225,PROD0137,EMP014,1,20,Credit Card,Retail Store,Delivered
ORD052235,2023-08-01,CUST05627,PROD0055,EMP009,1,5,UPI,Retail Store,Delivered
ORD052236,2023-11-23,CUST05332,PROD0179,EMP002,3,0,Debit Card,Retail Store,Delivered
ORD052237,2023-05-09,CUST07926,PROD0177,EMP010,1,10,UPI,Retail Store,Delivered
ORD052238,2023-01-13,CUST08016,PROD0007,EMP015,1,0,Credit Card,Retail Store,Delivered
ORD052239,2024-11-30,CUST08050,PROD0102,EMP002,1,10,Cash,Retail Store,Cancelled
ORD052240,2023-04-26,CUST05627,PROD0230,EMP010,5,5,Credit Card,Online,Delivered
ORD052241,2024-06-30,CUST06402,PROD0153,EMP005,1,20,Credit Card,Retail Store,Delivered
ORD052242,2023-02-02,CUST07630,PROD0225,EMP008,5,0,UPI,Online,Delivered
ORD052243,2024-06-22,CUST02237,PROD0166,EMP008,2,20,UPI,Retail Store,Delivered
ORD052244,2023-06-19,CUST01787,PROD0131,EMP005,1,20,UPI,Retail Store,Delivered
ORD052245,2023-11-26,CUST08536,PROD0136,EMP016,3,20,Credit Card,Retail Store,Delivered
ORD052246,2024-02-01,CUST08145,PROD0124,EMP019,2,15,UPI,Retail Store,Returned
ORD052247,2024-08-05,CUST01307,PROD0050,EMP012,1,10,UPI,Retail Store,Delivered
ORD052248,2024-11-23,CUST09194,PROD0140,EMP005,4,10,Debit Card,Retail Store,Cancelled
ORD052249,2024-01-03,CUST07726,PROD0200,EMP020,3,10,Debit Card,Online,Delivered
ORD052250,2023-07-28,CUST07334,PROD0034,EMP010,2,5,Credit Card,Retail Store,Delivered
ORD052251,2024-07-12,CUST04638,PROD0154,EMP012,2,10,Cash,Retail Store,Delivered
ORD052252,2024-07-20,CUST01335,PROD0126,EMP011,1,20,Debit Card,Online,Delivered
ORD052253,2024-06-04,CUST06743,PROD0160,EMP012,2,20,UPI,Online,Delivered
ORD052254,2024-03-31,CUST01916,PROD0248,EMP012,3,20,UPI,Online,Delivered
ORD052255,2024-11-05,CUST07883,PROD0116,EMP017,1,5,UPI,Retail Store,Delivered
ORD052256,2023-01-06,CUST02603,PROD0042,EMP003,2,10,Cash,Retail Store,Delivered
ORD052257,2023-04-01,CUST04641,PROD0069,EMP011,2,0,Credit Card,Retail Store,Delivered
ORD052258,2023-07-24,CUST08785,PROD0240,EMP014,4,10,Credit Card,Retail Store,Cancelled
ORD052259,2023-07-04,CUST02198,PROD0246,EMP015,7,20,UPI,Retail Store,Delivered
ORD052260,2023-07-15,CUST03648,PROD0238,EMP003,2,15,UPI,Retail Store,Delivered
ORD052261,2023-03-21,CUST08596,PROD0067,EMP015,2,15,Debit Card,Retail Store,Delivered
ORD052262,2024-07-25,CUST04355,PROD0043,EMP006,2,15,UPI,Retail Store,Delivered
ORD052263,2024-04-10,CUST06216,PROD0001,EMP007,2,10,Cash,Retail Store,Delivered
ORD052264,2024-01-05,CUST02903,PROD0036,EMP005,1,5,Credit Card,Online,Delivered
ORD052265,2023-12-12,CUST03271,PROD0195,EMP011,4,10,Credit Card,Retail Store,Delivered
ORD052266,2023-12-19,CUST09998,PROD0163,EMP011,1,20,UPI,Online,Delivered
ORD052267,2024-11-24,CUST02545,PROD0198,EMP014,4,15,UPI,Retail Store,Delivered
ORD052268,2023-10-25,CUST04528,PROD0171,EMP017,3,10,Net Banking,Retail Store,Delivered
ORD052269,2023-08-16,CUST00345,PROD0078,EMP006,2,5,Credit Card,Online,Delivered
ORD052270,2023-12-09,CUST09831,PROD0209,EMP013,2,5,UPI,Online,Delivered
ORD052271,2024-06-14,CUST07782,PROD0137,EMP020,2,20,Cash,Retail Store,Delivered
ORD052272,2023-06-29,CUST03066,PROD0147,EMP020,1,15,UPI,Retail Store,Delivered
ORD052273,2023-06-15,CUST02424,PROD0108,EMP014,2,15,UPI,Retail Store,Delivered
ORD052274,2024-04-10,CUST03057,PROD0161,EMP008,2,20,UPI,Retail Store,Delivered
ORD052275,2023-10-04,CUST07603,PROD0263,EMP008,9,25,Cash,Online,Returned
ORD052276,2024-10-11,CUST06910,PROD0249,EMP009,5,15,Credit Card,Retail Store,Delivered
ORD052277,2023-12-19,CUST09118,PROD0125,EMP002,1,10,Credit Card,Online,Returned
ORD052278,2023-01-25,CUST08032,PROD0147,EMP012,1,10,UPI,Retail Store,Delivered
ORD052279,2024-09-03,CUST04490,PROD0267,EMP009,6,15,Cash,Retail Store,Delivered
ORD052280,2024-03-22,CUST09183,PROD0040,EMP001,1,0,Debit Card,Retail Store,Delivered
ORD052281,2023-05-21,CUST05415,PROD0130,EMP009,2,15,Cash,Online,Delivered
ORD052282,2023-10-20,CUST05377,PROD0150,EMP011,3,15,Debit Card,Retail Store,Delivered
ORD052283,2024-02-23,CUST08893,PROD0101,EMP005,2,10,UPI,Retail Store,Delivered
ORD052284,2024-03-28,CUST05650,PROD0141,EMP009,1,15,Credit Card,Retail Store,Delivered
ORD052285,2023-10-09,CUST08890,PROD0158,EMP002,4,15,Credit Card,Online,Delivered
ORD052286,2023-07-31,CUST06948,PROD0058,EMP013,1,5,UPI,Retail Store,Delivered
ORD052287,2023-04-15,CUST06546,PROD0151,EMP007,1,20,Credit Card,Retail Store,Delivered
ORD052288,2024-01-07,CUST09764,PROD0218,EMP002,3,5,EMI,Online,Delivered
ORD052289,2023-05-03,CUST03793,PROD0176,EMP007,3,5,Debit Card,Retail Store,Delivered
ORD052290,2024-11-09,CUST00521,PROD0148,EMP007,2,15,Cash,Retail Store,Delivered
ORD052291,2024-03-02,CUST05543,PROD0234,EMP003,7,25,Cash,Retail Store,Delivered
ORD052292,2023-08-28,CUST08995,PROD0204,EMP008,3,10,Credit Card,Retail Store,Delivered
ORD052293,2023-06-25,CUST07742,PROD0229,EMP009,3,5,Debit Card,Online,Delivered
ORD052294,2023-08-26,CUST02530,PROD0003,EMP016,2,0,UPI,Retail Store,Delivered
ORD052295,2023-05-01,CUST08911,PROD0064,EMP013,1,10,UPI,Retail Store,Delivered
ORD052296,2024-02-24,CUST08002,PROD0245,EMP017,5,10,Credit Card,Retail Store,Delivered
ORD052297,2024-03-04,CUST08466,PROD0065,EMP015,2,0,Debit Card,Retail Store,Delivered
ORD052298,2023-03-29,CUST05272,PROD0253,EMP013,8,20,Cash,Retail Store,Delivered
ORD052299,2023-04-22,CUST01989,PROD0239,EMP004,4,25,UPI,Retail Store,Delivered
ORD052300,2024-01-14,CUST08577,PROD0261,EMP011,4,20,UPI,Retail Store,Delivered
ORD052301,2023-04-01,CUST05347,PROD0074,EMP007,1,5,Credit Card,Retail Store,Delivered
ORD052302,2024-06-21,CUST03795,PROD0185,EMP009,5,0,UPI,Retail Store,Delivered
ORD052303,2024-09-04,CUST02623,PROD0110,EMP004,1,10,UPI,Retail Store,Delivered
ORD052304,2024-02-10,CUST07359,PROD0161,EMP002,1,15,Credit Card,Retail Store,Delivered
ORD052305,2023-11-12,CUST04220,PROD0257,EMP001,5,25,UPI,Online,Delivered
ORD052306,2024-06-30,CUST02022,PROD0002,EMP017,1,5,Credit Card,Retail Store,Delivered
ORD052307,2024-12-16,CUST03301,PROD0261,EMP002,2,10,Cash,Retail Store,Delivered
ORD052308,2023-11-29,CUST07192,PROD0107,EMP004,2,0,Credit Card,Retail Store,Delivered
ORD052309,2024-03-09,CUST02880,PROD0200,EMP013,5,5,UPI,Retail Store,Delivered
ORD052310,2023-11-15,CUST08029,PROD0180,EMP009,3,5,UPI,Online,Delivered
ORD052311,2023-03-09,CUST00737,PROD0223,EMP014,1,5,UPI,Retail Store,Delivered
ORD052312,2023-06-03,CUST09963,PROD0188,EMP015,5,15,Debit Card,Retail Store,Delivered
ORD052313,2023-04-19,CUST00531,PROD0054,EMP017,1,5,UPI,Online,Delivered
ORD052314,2024-04-01,CUST05820,PROD0253,EMP008,2,15,Credit Card,Retail Store,Delivered
ORD052315,2024-10-06,CUST05525,PROD0055,EMP017,4,5,UPI,Retail Store,Delivered
ORD052316,2023-04-12,CUST06062,PROD0063,EMP013,2,5,Credit Card,Retail Store,Delivered
ORD052317,2023-03-18,CUST03848,PROD0039,EMP006,1,5,UPI,Online,Delivered
ORD052318,2023-09-03,CUST02245,PROD0239,EMP017,2,15,UPI,Retail Store,Delivered
ORD052319,2024-10-02,CUST08452,PROD0261,EMP004,4,25,Cash,Retail Store,Delivered
ORD052320,2023-02-22,CUST08845,PROD0074,EMP013,1,0,Credit Card,Online,Delivered
ORD052321,2023-04-12,CUST08032,PROD0256,EMP002,6,20,Debit Card,Online,Delivered
ORD052322,2024-02-16,CUST01930,PROD0001,EMP005,1,0,UPI,Retail Store,Delivered
ORD052323,2023-09-06,CUST01902,PROD0114,EMP015,2,0,UPI,Online,Delivered
ORD052324,2024-12-23,CUST01205,PROD0066,EMP013,2,5,EMI,Retail Store,Delivered
ORD052325,2024-10-17,CUST06841,PROD0095,EMP003,1,15,Cash,Retail Store,Cancelled
ORD052326,2023-02-27,CUST02352,PROD0098,EMP020,1,0,UPI,Retail Store,Cancelled
ORD052327,2024-04-26,CUST09943,PROD0196,EMP016,4,0,UPI,Retail Store,Delivered
ORD052328,2024-06-04,CUST00150,PROD0126,EMP020,1,10,Credit Card,Retail Store,Delivered
ORD052329,2024-07-15,CUST05016,PROD0240,EMP006,7,15,UPI,Retail Store,Delivered
ORD052330,2024-12-25,CUST08201,PROD0138,EMP007,2,15,Credit Card,Retail Store,Returned
ORD052331,2024-02-03,CUST06063,PROD0216,EMP010,1,5,Debit Card,Retail Store,Delivered
ORD052332,2023-12-11,CUST02683,PROD0063,EMP016,1,10,Credit Card,Online,Delivered
ORD052333,2023-08-22,CUST00508,PROD0108,EMP006,2,5,UPI,Retail Store,Delivered
ORD052334,2023-02-26,CUST07989,PROD0223,EMP012,2,10,UPI,Retail Store,Delivered
ORD052335,2023-10-22,CUST04582,PROD0018,EMP001,2,15,Debit Card,Retail Store,Delivered
ORD052336,2023-05-22,CUST00107,PROD0066,EMP002,2,10,Credit Card,Retail Store,Delivered
ORD052337,2023-12-28,CUST09747,PROD0247,EMP005,4,10,Debit Card,Online,Delivered
ORD052338,2023-05-10,CUST06943,PROD0249,EMP008,5,20,UPI,Retail Store,Delivered
ORD052339,2023-09-24,CUST08559,PROD0193,EMP016,2,5,UPI,Retail Store,Delivered
ORD052340,2024-09-02,CUST04953,PROD0204,EMP015,3,5,UPI,Online,Delivered
ORD052341,2024-06-06,CUST09681,PROD0133,EMP001,2,15,UPI,Online,Delivered
ORD052342,2023-02-21,CUST01428,PROD0068,EMP006,2,10,UPI,Retail Store,Delivered
ORD052343,2024-06-20,CUST01559,PROD0086,EMP007,2,0,UPI,Retail Store,Delivered
ORD052344,2023-01-17,CUST04922,PROD0087,EMP006,1,10,Credit Card,Retail Store,Delivered
ORD052345,2024-11-30,CUST08795,PROD0127,EMP005,4,15,UPI,Retail Store,Delivered
ORD052346,2024-05-10,CUST04500,PROD0265,EMP011,8,15,Net Banking,Online,Delivered
ORD052347,2024-12-16,CUST00143,PROD0078,EMP010,1,15,Debit Card,Retail Store,Delivered
ORD052348,2024-04-11,CUST00388,PROD0259,EMP018,2,20,Credit Card,Retail Store,Delivered
ORD052349,2023-11-22,CUST09067,PROD0181,EMP020,4,15,Debit Card,Retail Store,Delivered
ORD052350,2024-06-14,CUST00056,PROD0269,EMP016,2,10,UPI,Retail Store,Delivered
ORD052351,2023-12-28,CUST06357,PROD0087,EMP005,2,0,Cash,Retail Store,Delivered
ORD052352,2024-08-24,CUST06328,PROD0049,EMP004,1,5,Cash,Online,Delivered
ORD052353,2023-04-14,CUST05923,PROD0028,EMP015,1,15,Credit Card,Retail Store,Delivered
ORD052354,2023-02-28,CUST02839,PROD0162,EMP002,2,15,EMI,Online,Cancelled
ORD052355,2023-04-10,CUST03035,PROD0260,EMP014,3,20,Debit Card,Retail Store,Delivered
ORD052356,2023-06-11,CUST07837,PROD0258,EMP012,5,25,Net Banking,Retail Store,Delivered
ORD052357,2024-01-16,CUST06181,PROD0206,EMP009,1,15,Credit Card,Online,Cancelled
ORD052358,2024-04-18,CUST09360,PROD0256,EMP016,4,10,Credit Card,Online,Delivered
ORD052359,2023-08-08,CUST08298,PROD0043,EMP008,2,0,UPI,Retail Store,Delivered
ORD052360,2024-08-08,CUST05541,PROD0181,EMP005,5,15,Credit Card,Retail Store,Delivered
ORD052361,2023-05-16,CUST05192,PROD0160,EMP004,2,10,Credit Card,Retail Store,Delivered
ORD052362,2024-03-25,CUST02425,PROD0228,EMP002,3,15,UPI,Online,Delivered
ORD052363,2024-11-05,CUST07723,PROD0048,EMP010,2,5,Credit Card,Retail Store,Delivered
ORD052364,2024-08-16,CUST03445,PROD0025,EMP005,2,0,EMI,Online,Delivered
ORD052365,2024-07-21,CUST07933,PROD0231,EMP012,8,10,UPI,Online,Cancelled
ORD052366,2023-11-12,CUST06945,PROD0269,EMP013,8,25,Cash,Retail Store,Delivered
ORD052367,2024-01-11,CUST01275,PROD0156,EMP019,1,10,UPI,Online,Delivered
ORD052368,2023-11-10,CUST04434,PROD0153,EMP013,3,15,Credit Card,Retail Store,Delivered
ORD052369,2024-05-13,CUST04930,PROD0020,EMP013,2,0,UPI,Retail Store,Delivered
ORD052370,2023-10-20,CUST00616,PROD0059,EMP005,2,0,Debit Card,Retail Store,Returned
ORD052371,2023-06-21,CUST08582,PROD0002,EMP002,1,10,UPI,Online,Delivered
ORD052372,2024-01-19,CUST08834,PROD0255,EMP014,6,25,Credit Card,Retail Store,Delivered
ORD052373,2024-06-24,CUST03857,PROD0084,EMP015,2,15,UPI,Retail Store,Delivered
ORD052374,2023-09-24,CUST01729,PROD0186,EMP012,5,10,Debit Card,Retail Store,Returned
ORD052375,2023-06-02,CUST05326,PROD0015,EMP012,2,5,UPI,Online,Delivered
ORD052376,2024-05-04,CUST08236,PROD0263,EMP015,8,10,UPI,Online,Delivered
ORD052377,2023-05-26,CUST08672,PROD0056,EMP015,1,0,Credit Card,Retail Store,Delivered
ORD052378,2024-01-08,CUST09062,PROD0052,EMP010,2,0,Debit Card,Retail Store,Delivered
ORD052379,2023-01-22,CUST03739,PROD0129,EMP018,2,20,UPI,Retail Store,Delivered
ORD052380,2023-11-19,CUST00607,PROD0143,EMP019,3,20,Credit Card,Online,Delivered
ORD052381,2023-01-07,CUST04423,PROD0249,EMP010,2,20,Debit Card,Retail Store,Delivered
ORD052382,2023-04-12,CUST07139,PROD0139,EMP006,2,20,UPI,Retail Store,Delivered
ORD052383,2023-09-28,CUST03026,PROD0038,EMP006,1,0,Debit Card,Retail Store,Returned
ORD052384,2024-04-02,CUST02367,PROD0225,EMP012,5,5,Debit Card,Retail Store,Delivered
ORD052385,2023-01-25,CUST08021,PROD0119,EMP009,1,10,EMI,Online,Delivered
ORD052386,2023-05-03,CUST09812,PROD0128,EMP018,2,15,UPI,Retail Store,Delivered
ORD052387,2024-02-11,CUST06762,PROD0050,EMP009,1,5,UPI,Retail Store,Delivered
ORD052388,2023-04-11,CUST08431,PROD0165,EMP014,2,20,Debit Card,Online,Delivered
ORD052389,2024-03-24,CUST01017,PROD0010,EMP010,2,0,Net Banking,Retail Store,Delivered
ORD052390,2023-02-13,CUST02469,PROD0195,EMP010,2,0,Debit Card,Retail Store,Delivered
ORD052391,2024-09-19,CUST06560,PROD0168,EMP009,1,20,Cash,Retail Store,Delivered
ORD052392,2023-05-19,CUST08278,PROD0067,EMP015,1,10,UPI,Online,Cancelled
ORD052393,2023-08-21,CUST09437,PROD0003,EMP016,1,15,Debit Card,Retail Store,Delivered
ORD052394,2024-12-17,CUST07609,PROD0136,EMP011,2,15,UPI,Retail Store,Delivered
ORD052395,2023-12-24,CUST09756,PROD0041,EMP016,2,15,UPI,Retail Store,Delivered
ORD052396,2023-10-24,CUST05567,PROD0141,EMP002,3,10,Credit Card,Online,Delivered
ORD052397,2024-02-27,CUST00385,PROD0045,EMP008,2,15,Credit Card,Online,Delivered
ORD052398,2023-12-28,CUST02247,PROD0250,EMP014,4,20,UPI,Retail Store,Delivered
ORD052399,2024-09-08,CUST01496,PROD0213,EMP009,2,15,Debit Card,Retail Store,Delivered
ORD052400,2023-06-20,CUST07686,PROD0120,EMP011,1,5,Cash,Retail Store,Delivered
ORD052401,2024-05-14,CUST02984,PROD0017,EMP006,1,15,Credit Card,Retail Store,Delivered
ORD052402,2024-01-28,CUST05074,PROD0107,EMP006,1,0,Credit Card,Online,Delivered
ORD052403,2023-05-17,CUST06074,PROD0267,EMP002,6,10,UPI,Retail Store,Delivered
ORD052404,2023-06-20,CUST09949,PROD0253,EMP016,8,25,Credit Card,Retail Store,Delivered
ORD052405,2023-02-12,CUST05768,PROD0103,EMP017,2,0,UPI,Retail Store,Delivered
ORD052406,2024-07-07,CUST02021,PROD0196,EMP002,5,15,Cash,Online,Delivered
ORD052407,2024-02-02,CUST07780,PROD0192,EMP002,3,15,UPI,Retail Store,Delivered
ORD052408,2023-01-30,CUST01911,PROD0110,EMP011,1,10,UPI,Retail Store,Delivered
ORD052409,2024-01-14,CUST09147,PROD0065,EMP008,1,0,UPI,Retail Store,Delivered
ORD052410,2024-08-14,CUST09530,PROD0089,EMP013,1,15,UPI,Retail Store,Returned
ORD052411,2024-04-10,CUST06032,PROD0218,EMP015,1,0,UPI,Online,Delivered
ORD052412,2024-09-07,CUST00940,PROD0256,EMP004,5,10,Credit Card,Retail Store,Delivered
ORD052413,2024-07-23,CUST00776,PROD0253,EMP004,2,25,UPI,Retail Store,Delivered
ORD052414,2023-06-30,CUST08623,PROD0212,EMP015,3,0,Debit Card,Online,Delivered
ORD052415,2023-08-08,CUST06936,PROD0109,EMP006,2,10,Debit Card,Retail Store,Delivered
ORD052416,2024-11-09,CUST07016,PROD0220,EMP003,2,0,Net Banking,Online,Cancelled
ORD052417,2024-11-30,CUST00520,PROD0144,EMP003,4,15,Credit Card,Online,Delivered
ORD052418,2023-02-17,CUST00994,PROD0103,EMP008,2,15,Cash,Retail Store,Delivered
ORD052419,2024-01-14,CUST02323,PROD0223,EMP015,5,5,UPI,Online,Delivered
ORD052420,2024-07-30,CUST04662,PROD0210,EMP007,4,10,UPI,Retail Store,Delivered
ORD052421,2023-05-05,CUST03768,PROD0124,EMP016,1,10,UPI,Online,Delivered
ORD052422,2023-11-12,CUST04838,PROD0043,EMP020,3,10,UPI,Retail Store,Delivered
ORD052423,2023-04-16,CUST02866,PROD0034,EMP020,1,10,Credit Card,Retail Store,Delivered
ORD052424,2024-09-02,CUST06375,PROD0044,EMP009,1,10,Credit Card,Online,Delivered
ORD052425,2024-02-29,CUST05709,PROD0060,EMP006,1,0,UPI,Retail Store,Delivered
ORD052426,2024-03-27,CUST07460,PROD0250,EMP015,2,25,UPI,Retail Store,Returned
ORD052427,2023-11-11,CUST07464,PROD0108,EMP004,2,15,UPI,Retail Store,Delivered
ORD052428,2023-06-01,CUST09325,PROD0260,EMP009,7,20,Credit Card,Retail Store,Delivered
ORD052429,2024-07-20,CUST04219,PROD0039,EMP020,2,10,Debit Card,Retail Store,Delivered
ORD052430,2023-08-13,CUST06477,PROD0045,EMP002,2,15,Debit Card,Retail Store,Delivered
ORD052431,2024-01-20,CUST06556,PROD0019,EMP007,1,5,Debit Card,Retail Store,Delivered
ORD052432,2023-06-17,CUST04161,PROD0110,EMP008,2,0,UPI,Online,Delivered
ORD052433,2024-02-11,CUST00704,PROD0234,EMP005,3,10,Credit Card,Retail Store,Delivered
ORD052434,2023-10-10,CUST00321,PROD0006,EMP007,3,10,Cash,Retail Store,Returned
ORD052435,2024-07-12,CUST08091,PROD0112,EMP011,2,15,UPI,Online,Delivered
ORD052436,2023-08-12,CUST00458,PROD0170,EMP014,1,20,Credit Card,Retail Store,Delivered
ORD052437,2024-10-26,CUST04675,PROD0229,EMP007,5,15,Debit Card,Retail Store,Delivered
ORD052438,2023-08-09,CUST07386,PROD0146,EMP020,1,15,UPI,Retail Store,Delivered
ORD052439,2024-12-06,CUST07976,PROD0053,EMP008,2,0,Credit Card,Retail Store,Returned
ORD052440,2024-07-07,CUST02429,PROD0134,EMP015,2,10,Debit Card,Retail Store,Delivered
ORD052441,2023-07-15,CUST08623,PROD0104,EMP015,2,5,UPI,Retail Store,Delivered
ORD052442,2023-11-02,CUST04496,PROD0152,EMP010,4,10,Credit Card,Retail Store,Delivered
ORD052443,2023-05-20,CUST04774,PROD0011,EMP020,2,15,UPI,Retail Store,Delivered
ORD052444,2024-02-26,CUST04705,PROD0070,EMP020,2,10,Debit Card,Online,Delivered
ORD052445,2023-03-21,CUST03488,PROD0054,EMP003,1,5,Debit Card,Retail Store,Delivered
ORD052446,2024-12-15,CUST06625,PROD0209,EMP004,4,10,UPI,Retail Store,Delivered
ORD052447,2023-07-28,CUST03613,PROD0021,EMP008,2,10,Debit Card,Retail Store,Delivered
ORD052448,2024-02-23,CUST08604,PROD0010,EMP019,2,10,Credit Card,Online,Delivered
ORD052449,2023-07-25,CUST09195,PROD0053,EMP013,1,5,Cash,Retail Store,Delivered
ORD052450,2023-03-04,CUST03564,PROD0194,EMP005,4,0,Cash,Online,Delivered
ORD052451,2024-07-11,CUST03889,PROD0204,EMP009,5,15,UPI,Retail Store,Delivered
ORD052452,2024-10-31,CUST03051,PROD0190,EMP004,4,5,UPI,Retail Store,Delivered
ORD052453,2023-09-06,CUST07597,PROD0179,EMP001,1,10,UPI,Online,Delivered
ORD052454,2023-01-22,CUST06813,PROD0017,EMP018,2,15,Credit Card,Retail Store,Delivered
ORD052455,2024-08-06,CUST06636,PROD0220,EMP001,1,10,UPI,Online,Delivered
ORD052456,2023-11-15,CUST09108,PROD0178,EMP011,5,10,UPI,Online,Delivered
ORD052457,2024-07-13,CUST08208,PROD0083,EMP003,2,15,Debit Card,Retail Store,Delivered
ORD052458,2023-04-04,CUST08351,PROD0178,EMP008,3,0,Credit Card,Retail Store,Cancelled
ORD052459,2024-08-11,CUST09211,PROD0223,EMP019,4,0,Cash,Online,Delivered
ORD052460,2024-08-30,CUST05416,PROD0216,EMP008,3,0,UPI,Retail Store,Delivered
ORD052461,2023-10-04,CUST02324,PROD0267,EMP005,9,20,Debit Card,Retail Store,Delivered
ORD052462,2023-06-24,CUST05387,PROD0106,EMP010,2,5,Credit Card,Online,Delivered
ORD052463,2024-06-14,CUST02233,PROD0158,EMP008,2,15,Credit Card,Retail Store,Delivered
ORD052464,2024-08-03,CUST01403,PROD0236,EMP008,4,15,UPI,Retail Store,Delivered
ORD052465,2024-10-17,CUST06310,PROD0141,EMP004,3,15,Credit Card,Online,Delivered
ORD052466,2023-03-12,CUST03484,PROD0024,EMP014,1,10,UPI,Retail Store,Delivered
ORD052467,2023-02-19,CUST05436,PROD0199,EMP007,1,10,Credit Card,Online,Delivered
ORD052468,2024-11-11,CUST05535,PROD0184,EMP001,1,10,Credit Card,Online,Delivered
ORD052469,2024-01-06,CUST02916,PROD0251,EMP011,5,15,Credit Card,Retail Store,Delivered
ORD052470,2024-10-03,CUST08470,PROD0099,EMP013,2,10,UPI,Online,Delivered
ORD052471,2023-12-03,CUST07571,PROD0160,EMP001,2,15,UPI,Retail Store,Delivered
ORD052472,2024-06-24,CUST03500,PROD0005,EMP006,1,10,UPI,Retail Store,Delivered
ORD052473,2023-11-20,CUST08584,PROD0141,EMP012,4,20,UPI,Retail Store,Delivered
ORD052474,2023-04-08,CUST05190,PROD0028,EMP001,1,0,UPI,Retail Store,Delivered
ORD052475,2024-02-17,CUST06373,PROD0247,EMP015,7,20,UPI,Online,Delivered
ORD052476,2023-02-07,CUST06140,PROD0166,EMP018,2,20,Credit Card,Retail Store,Delivered
ORD052477,2023-09-01,CUST03443,PROD0241,EMP020,5,10,Cash,Retail Store,Delivered
ORD052478,2023-10-25,CUST06425,PROD0050,EMP010,4,5,Credit Card,Retail Store,Delivered
ORD052479,2024-03-02,CUST03960,PROD0128,EMP019,2,15,UPI,Retail Store,Delivered
ORD052480,2024-10-04,CUST05745,PROD0001,EMP015,3,10,UPI,Online,Delivered
ORD052481,2023-06-22,CUST08227,PROD0252,EMP020,3,15,UPI,Retail Store,Delivered
ORD052482,2023-05-20,CUST08436,PROD0226,EMP015,1,5,Cash,Retail Store,Delivered
ORD052483,2024-08-24,CUST02711,PROD0246,EMP010,6,25,UPI,Retail Store,Delivered
ORD052484,2024-11-03,CUST01572,PROD0143,EMP018,2,15,UPI,Retail Store,Delivered
ORD052485,2023-11-30,CUST04993,PROD0157,EMP014,4,20,Debit Card,Retail Store,Delivered
